subject,electrode_idx,model,mean_r2,std_r2,max_r2,min_r2,range_r2,best_alpha_mean,n_combinations,combinations,robust,subjectNum,elecNum,isRejectManual,parcLabel,ctxParc,wmParc,isRejectFSL_2wm,isRejectFSL,isWM,unknown_wmParc,groupLabels,isLeft,groupAvgCoords,Elec_index
2,94,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,95,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,96,GPT,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,92,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,93,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,94,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,95,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,96,T5,1.0,0.0,1.0,1.0,0.0,10.0,24,"[('overall', 'early', 'full_consolidation'), ('overall', 'middle', 'full_consolidation'), ('overall', 'late', 'full_consolidation'), ('overall', 'last', 'full_consolidation'), ('a', 'early', 'full_consolidation'), ('a', 'middle', 'full_consolidation'), ('a', 'late', 'full_consolidation'), ('a', 'last', 'full_consolidation'), ('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation'), ('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation'), ('NGNS', 'early', 'full_consolidation'), ('NGNS', 'middle', 'full_consolidation'), ('NGNS', 'late', 'full_consolidation'), ('NGNS', 'last', 'full_consolidation')]",True,,,,,,,,,,,,,,
2,81,BERT,0.12480980157852173,0.0,0.12480980157852173,0.12480980157852173,0.0,1389.4954943731375,1,"[('GS', 'early', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,143,BERT,0.12964117527008057,0.007099509239196777,0.13674068450927734,0.12254166603088379,0.014199018478393555,1389.4954943731375,2,"[('a', 'early', 'full_consolidation'), ('v', 'last', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,162,BERT,0.10968589782714844,0.0,0.10968589782714844,0.10968589782714844,0.0,7196.856730011521,1,"[('a', 'early', 'full_consolidation')]",False,3.0,163.0,0.0,Amygdala,Right-Amygdala,unknown,0.0,0.0,0.0,1.0,RT1A3 s3 e163,0.0,[ 25.42792551  -0.50840884 -24.33149685],162.0
3,36,GPT,0.170518159866333,0.0,0.170518159866333,0.170518159866333,0.0,37275.93720314938,1,"[('a', 'late', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,113,T5,0.17519116401672363,0.0,0.17519116401672363,0.17519116401672363,0.0,1389.4954943731375,1,"[('a', 'late', 'full_consolidation')]",False,3.0,114.0,0.0,Lat_Fis-post,Right-Cerebral-White-Matter,Lat_Fis-post,0.0,0.0,1.0,0.0,RP1aIb9 s3 e114,0.0,[ 33.61476377 -22.42841964  29.69085123],113.0
3,164,T5,0.10392963886260986,0.0,0.10392963886260986,0.10392963886260986,0.0,1389.4954943731375,1,"[('a', 'late', 'full_consolidation')]",False,,,,,,,,,,,,,,
3,55,T5,0.11341416835784912,0.0,0.11341416835784912,0.11341416835784912,0.0,1389.4954943731375,1,"[('a', 'last', 'full_consolidation')]",False,3.0,56.0,0.0,G_and_S_cingul-Mid-Ant,Right-Cerebral-White-Matter,G_and_S_cingul-Mid-Ant,0.0,0.0,1.0,0.0,RF2aCb4 s3 e56,0.0,[14.03000156  8.12468436 36.34091412],55.0
3,178,BERT,0.10180121660232544,0.0,0.10180121660232544,0.10180121660232544,0.0,7196.856730011521,1,"[('v', 'early', 'full_consolidation')]",False,3.0,179.0,0.0,S_occipital_ant,ctx_rh_S_occipital_ant,S_occipital_ant,0.0,0.0,0.0,0.0,RT2OT7 s3 e179,0.0,[ 42.96724893 -52.54760322   3.46946535],178.0
3,42,GPT,0.10605496168136597,0.0,0.10605496168136597,0.10605496168136597,0.0,268.2695795279727,1,"[('v', 'early', 'full_consolidation')]",False,3.0,43.0,0.0,G_and_S_cingul-Mid-Ant,ctx_rh_G_and_S_cingul-Mid-Ant,G_and_S_cingul-Ant,0.0,0.0,0.0,0.0,RF1Ca3 s3 e43,0.0,[ 8.68629939 29.61720632 25.16721503],42.0
3,178,GPT,0.11260217428207397,0.0,0.11260217428207397,0.11260217428207397,0.0,7196.856730011521,1,"[('v', 'early', 'full_consolidation')]",False,3.0,179.0,0.0,S_occipital_ant,ctx_rh_S_occipital_ant,S_occipital_ant,0.0,0.0,0.0,0.0,RT2OT7 s3 e179,0.0,[ 42.96724893 -52.54760322   3.46946535],178.0
3,40,T5,0.15355810523033142,0.0024406015872955322,0.15599870681762695,0.1511175036430359,0.0048812031745910645,7196.856730011521,2,"[('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation')]",False,3.0,41.0,0.0,G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Ant,S_pericallosal,0.0,0.0,0.0,0.0,RF1Ca1 s3 e41,0.0,[ 5.52708939 28.56491129 18.68848504],40.0
3,118,T5,0.1315674384435018,0.035154643430749935,0.20561754703521729,0.10089588165283203,0.10472166538238525,6228.963190738457,6,"[('v', 'early', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'late', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False,3.0,119.0,0.0,S_postcentral,ctx_rh_S_postcentral,S_postcentral,0.0,0.0,0.0,0.0,RP1aIb14 s3 e119,0.0,[ 32.35572387 -31.83322457  50.47892627],118.0
3,178,T5,0.2088506817817688,0.05714119371032915,0.288513720035553,0.15727078914642334,0.13124293088912964,5261.069651465393,3,"[('v', 'early', 'full_consolidation'), ('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation')]",True,3.0,179.0,0.0,S_occipital_ant,ctx_rh_S_occipital_ant,S_occipital_ant,0.0,0.0,0.0,0.0,RT2OT7 s3 e179,0.0,[ 42.96724893 -52.54760322   3.46946535],178.0
3,74,GPT,0.12097980578740437,0.014902516769924276,0.1419147253036499,0.10840892791748047,0.033505797386169434,7196.856730011521,3,"[('v', 'middle', 'full_consolidation'), ('v', 'late', 'full_consolidation'), ('v', 'last', 'full_consolidation')]",False,3.0,75.0,0.0,S_precentral-inf-part,Right-Cerebral-White-Matter,S_precentral-inf-part,0.0,0.0,1.0,0.0,RF2bIa9 s3 e75,0.0,[35.54893561 -0.38876466 26.24208715],74.0
3,40,BERT,0.1877678632736206,0.0,0.1877678632736206,0.1877678632736206,0.0,1389.4954943731375,1,"[('v', 'last', 'full_consolidation')]",False,3.0,41.0,0.0,G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Ant,S_pericallosal,0.0,0.0,0.0,0.0,RF1Ca1 s3 e41,0.0,[ 5.52708939 28.56491129 18.68848504],40.0
3,40,GPT,0.1553688645362854,0.0,0.1553688645362854,0.1553688645362854,0.0,7196.856730011521,1,"[('v', 'last', 'full_consolidation')]",False,3.0,41.0,0.0,G_and_S_cingul-Ant,ctx_rh_G_and_S_cingul-Ant,S_pericallosal,0.0,0.0,0.0,0.0,RF1Ca1 s3 e41,0.0,[ 5.52708939 28.56491129 18.68848504],40.0
3,20,BERT,0.1241624653339386,0.011549204587936401,0.135711669921875,0.1126132607460022,0.023098409175872803,4293.176112192329,2,"[('GS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation')]",False,3.0,21.0,0.0,S_orbital-H_Shaped,Left-Cerebral-White-Matter,S_orbital-H_Shaped,0.0,0.0,1.0,0.0,LF3OF9 s3 e21,1.0,[-32.70029834  28.2162771   -8.43742063],20.0
3,139,BERT,0.12577283382415771,0.0,0.12577283382415771,0.12577283382415771,0.0,7196.856730011521,1,"[('GS', 'early', 'full_consolidation')]",False,3.0,140.0,0.0,Lat_Fis-post,Right-Cerebral-White-Matter,Lat_Fis-post,0.0,0.0,1.0,0.0,RP2a3 s3 e140,0.0,[ 48.69495377 -23.57654466  23.98904624],139.0
3,71,GPT,0.15262258052825928,0.009999011746378818,0.166733980178833,0.14477843046188354,0.021955549716949463,37275.93720314938,3,"[('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",True,3.0,72.0,0.0,G_insular_short,ctx_rh_G_insular_short,S_circular_insula_sup,0.0,0.0,0.0,0.0,RF2bIa6 s3 e72,0.0,[36.96500457  1.96808779 11.48428914],71.0
3,53,T5,0.11914932727813721,0.010839581489562988,0.1299889087677002,0.10830974578857422,0.021679162979125977,1389.4954943731375,2,"[('GS', 'early', 'full_consolidation'), ('GS', 'middle', 'full_consolidation')]",False,3.0,54.0,0.0,S_pericallosal,Right-Cerebral-White-Matter,S_pericallosal,0.0,0.0,1.0,0.0,RF2aCb2 s3 e54,0.0,[ 7.41711056  7.76968585 34.30895012],53.0
3,109,T5,0.11365735530853271,0.0013387799263000488,0.11499613523483276,0.11231857538223267,0.0026775598526000977,7196.856730011521,2,"[('GS', 'early', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False,3.0,110.0,0.0,Lat_Fis-post,Right-Cerebral-White-Matter,Lat_Fis-post,0.0,0.0,1.0,0.0,RP1aIb5 s3 e110,0.0,[ 34.62199569 -14.9045757   13.06039121],109.0
3,168,T5,0.10015946626663208,0.0,0.10015946626663208,0.10015946626663208,0.0,7196.856730011521,1,"[('GS', 'early', 'full_consolidation')]",False,3.0,169.0,0.0,S_temporal_sup,Right-Cerebral-White-Matter,S_temporal_sup,0.0,0.0,1.0,0.0,RT1A9 s3 e169,0.0,[ 46.56797283  -0.39537274 -16.37761996],168.0
3,67,BERT,0.1492585837841034,0.02916213870048523,0.17842072248458862,0.12009644508361816,0.05832427740097046,1389.4954943731375,2,"[('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False,3.0,68.0,0.0,G_Ins_lg_and_S_cent_ins,ctx_rh_G_Ins_lg_and_S_cent_ins,G_Ins_lg_and_S_cent_ins,0.0,0.0,0.0,0.0,RF2bIa2 s3 e68,0.0,[39.6513395   6.55247823 -6.42484288],67.0
3,71,BERT,0.14559420943260193,0.03522500395774841,0.18081921339035034,0.11036920547485352,0.07045000791549683,7196.856730011521,2,"[('GS', 'middle', 'full_consolidation'), ('GS', 'last', 'full_consolidation')]",False,3.0,72.0,0.0,G_insular_short,ctx_rh_G_insular_short,S_circular_insula_sup,0.0,0.0,0.0,0.0,RF2bIa6 s3 e72,0.0,[36.96500457  1.96808779 11.48428914],71.0
3,154,BERT,0.15006744861602783,0.0,0.15006744861602783,0.15006744861602783,0.0,1389.4954943731375,1,"[('GS', 'middle', 'full_consolidation')]",False,3.0,155.0,0.0,S_intrapariet_and_P_trans,Right-Cerebral-White-Matter,S_intrapariet_and_P_trans,0.0,0.0,1.0,0.0,RP2bCc11 s3 e155,0.0,[ 36.2648408  -45.85331145  35.85141161],154.0
3,20,GPT,0.13793068130811056,0.016776843212445113,0.15463411808013916,0.10804396867752075,0.04659014940261841,22236.39696658045,6,"[('GS', 'middle', 'full_consolidation'), ('GS', 'late', 'full_consolidation'), ('GS', 'last', 'full_consolidation'), ('GNS', 'early', 'full_consolidation'), ('GNS', 'middle', 'full_consolidation'), ('GNS', 'last', 'full_consolidation')]",False,3.0,21.0,0.0,S_orbital-H_Shaped,Left-Cerebral-White-Matter,S_orbital-H_Shaped,0.0,0.0,1.0,0.0,LF3OF9 s3 e21,1.0,[-32.70029834  28.2162771   -8.43742063],20.0
3,109,GPT,0.2233380675315857,0.0,0.2233380675315857,0.2233380675315857,0.0,7196.856730011521,1,"[('GS', 'middle', 'full_consolidation')]",False,3.0,110.0,0.0,Lat_Fis-post,Right-Cerebral-White-Matter,Lat_Fis-post,0.0,0.0,1.0,0.0,RP1aIb5 s3 e110,0.0,[ 34.62199569 -14.9045757   13.06039121],109.0
3,154,T5,0.11080068349838257,0.0,0.11080068349838257,0.11080068349838257,0.0,7196.856730011521,1,"[('GS', 'middle', 'full_consolidation')]",False,3.0,155.0,0.0,S_intrapariet_and_P_trans,Right-Cerebral-White-Matter,S_intrapariet_and_P_trans,0.0,0.0,1.0,0.0,RP2bCc11 s3 e155,0.0,[ 36.2648408  -45.85331145  35.85141161],154.0
